"","text","created","Kelas"
"190","@putrirahmaPR @ShopeeID Baik, kalo boleh tau kk smartphone nya android atau non android.

Kalo android disarankan p… https://t.co/eEuPYmPsa6","4/6/2021 12:21:01","netral"
"191","@BERBURUSALE_ Gak dulu bun, shopeefood baru ada di jakarta","4/6/2021 12:17:07","negatif"
"192","@SunnyShine28 @BERBURUSALE_ klik banner coba kak, aku akun lama tp blm pernah pesen shopeefood ada","4/6/2021 12:00:01","netral"
"193","@Dazzlingclaws IYA DONG!! shopeefood wkwk","4/6/2021 11:59:33","netral"
"194","@lifi0102 klo aku shopeefood aja kak lgi diskonð","4/6/2021 11:59:13","positif"
"195","@subtanyarl Belum ada shopeefood di luar jakarta","4/6/2021 11:52:04","negatif"
"196","@imyours_un Yuhuu udah gak sabar banget ya kak buat pake ShopeeFood nya hehe. kuy pantau terus sosmed Shopee yaa, b… https://t.co/NwXrYLOQFK","4/6/2021 11:49:37","positif"
"197","@CrypNunu Makan malam  ? Aplikasi shopeefood saya aja error bang blm masuk antaran ini dr siang error sedih ð­","4/6/2021 11:39:48","negatif"
"198","@PamerSale_ Shopeefood kok gaada di apk gue ye... pdhl dah updateð","4/6/2021 11:35:54","negatif"
"199","@BERBURUSALE_ Ada yg shopeefood nya ilang ga di aplikasi? Kok aku ga ada ya shopeefood","4/6/2021 11:26:11","negatif"
"200","@milkycaroon @usnaakkk @capekmikiranjg @siowaj @BERBURUSALE_ fyi, shopeefood tuh baru available di Jakarta aja. Cmiiw sih","4/6/2021 11:20:04","negatif"
"201","@hamdanabdl Shopeefood","4/1/2021 9:54:29","netral"
"202","shopeefood untuk pembelian dibawah 100rb jadi murah bgt diskonnya","4/1/2021 9:36:04","positif"
"203","Shopeefood no debat https://t.co/dSMDhx2HSS","4/1/2021 9:26:21","positif"
"204","shopeefood masi awal2 promonya mayan gede","4/1/2021 8:57:36","positif"
"205","Driver shopeefood ini dapet duit ga sih dr org yg kayak gw yg cuma mesen makan pokoknya kalau pesen yg diskonya 25r… https://t.co/EpEsMJt3TT","4/1/2021 8:38:26","netral"
"206","ntar malem makan, beli di shopeefood kali ya, diskon anjrit, lumayan kan","4/1/2021 8:28:11","positif"
"207","RT @Giladiskon: Gokana Ramen &amp; Teppan Promo ShopeeFood❗️❗️

PREMIUM DON mulai dari 20ribu udah lengkap sama Ice Lemon Teað¥³

Info lengkap:","4/1/2021 8:22:37","positif"
"208","RT @Giladiskon: Burger King Promo Spesial ShopeeFood❗️❗️

DISKON 50% + GRATIS ONGKIR SEPUASNYAð¥³

Info lengkap: https://t.co/QrYKYh8fD7

#","4/1/2021 8:21:31","positif"
"209","RT @Giladiskon: Padang Merdeka Promo Spesial ShopeeFood❗️❗️

Diskon sampai 50 % dan juga Free Ongkir Rp12.000ð¥³

Info lengkap: https://t.c","4/1/2021 8:21:27","positif"
"210","RT @Giladiskon: San Gyu Promo ShopeeFood❗️❗️

diskon hingga 60% berlaku hanya di hari Kamisð¥³

Info lengkap: https://t.co/NdTvJv67sU

#san","4/1/2021 8:21:09","positif"
"211","@hiboorans ga asik ahh shopeefood cuma di jakarta. bogor gaada wkwk","4/1/2021 8:18:00","negatif"
"212","for now shopeefood dong. https://t.co/WJYD0tQYI6","4/1/2021 7:49:59","positif"
"213","promo shopeefood dmn si...","4/1/2021 7:46:08","negatif"
"214","gue barusan liat abang abang shopeefood, jaket oren","4/1/2021 7:35:23","netral"
"215","lah beneran ada shopeefood weh","4/1/2021 7:34:54","positif"
"216","Kedai Seblak Teh Risma 
Usaha rumahan yang menjual aneka seblak dan mercon.
☟☟☟
✔gofood ✔grabfood ✔shopeefood ✔kuli… https://t.co/9ZpvFNZ945","4/1/2021 7:24:18","positif"
"217","PSA (untuk sobat promo):
Udah 2x lunch pake ini via Shopeefood.
Rasa oke, porsi pas, lokasi deket, harga ngepas sam… https://t.co/ysthlLCCV7","4/1/2021 7:11:29","positif"
"218","@ProudOfYouGun @gunnapatn Let's order crispy chicken at ShopeeFood . We waiting for your order K'Gun ð https://t.co/8PScsWo","4/1/2021 7:10:16","positif"
"219","@BERBURUSALE_ Shopeefood Kapan ada di bogor ð","4/1/2021 7:06:56","positif"
"220","mlg blm ada shopeefood yh sob","4/1/2021 7:05:20","negatif"
"221","@alsfrrr Hai kak, Jgn risau ya. Yuukk pantau trs aplikasi &amp; sosmed Shopee buat update tentang daerah lokasi ShopeeF… https://t.co/BZA4gdNkWD","4/1/2021 7:00:24","positif"
"222","@badanamuu_ shopeefood","4/1/2021 6:58:10","netral"
"223","Shopeefood yg mana si kok ada gituan sekarang mana...","4/1/2021 6:55:22","negatif"
"224","@SEQUOI4S Shopeefood pak","4/1/2021 6:47:56","netral"
"225","@ssefnum baru tau ada shopeefood...","4/1/2021 6:47:09","positif"
"226","@17O5O3 @ssefnum Di shopee dah ada shopeefood nder...","4/1/2021 6:43:54","positif"
"227","masi dengan promo shopeefood segini 20kð­ð¤¤ https://t.co/2NDW","4/1/2021 6:33:13","positif"
"228","Shopeefood emang racun.
Everyday, everytime, everywhere","4/1/2021 6:31:07","positif"
"229","@maujadianon Baik kak, sekali lagi mohon maaf yaa terkait kendalanya sesuai info dari mimin sebelumnya untuk jarak… https://t.co/JeJyWpQ5zS","4/1/2021 6:30:45","netral"
"230","Shopeefood gua ga jelas dari kemarin ð­ langsung mental ke halaman awal shopee. https://t.co/qOEzrEU","4/1/2021 6:16:11","negatif"
"231","@maujadianon Hai kak, mohon maaf yaa untuk kendalanya mimin bantu info untuk jarak pemesanan ShopeeFood yang sesuai… https://t.co/mO53cCFIKZ","4/1/2021 5:59:39","netral"
"232","RT @kamutuh: again @ArnoldPoernomo enak bgt tapi suka kosong mulu yg endog curry di shopeefood ð  https://t.co/SJT8oqC","4/1/2021 5:48:55","negatif"
"233","again @ArnoldPoernomo enak bgt tapi suka kosong mulu yg endog curry di shopeefood ð  https://t.co/SJT8oqC","4/1/2021 5:45:39","negatif"
"234","@jogjamf Tidak ada biaya administrasi
Yg ada beli jaket+helm tapi itu pun systemnya dicicil tiap hari selama sekian… https://t.co/YrStwOn8yy","4/1/2021 5:43:54","positif"
"235","@tama13x @jogjamf Nnti kalo org shopee food dateng tak tanyain ya mas. Ini baru proses pendaftaran shopeepay sama merchant shopeefood.","4/1/2021 5:35:04","netral"
"236","@dudukboyo @jogjamf Shopeefood lihat lokernya dimana yo mas?","4/1/2021 5:32:59","negatif"
"237","baru tau ternyata shopee ada shopeefood...?????","4/1/2021 5:27:26","positif"
"238","@jogjamf Daftar aja dulu, nnti shopeefood driver jg daftar. Yg ptg daftar, sambil nunggu pesanan dr rumah kan bisa tuh","4/1/2021 5:27:18","netral"
"239","RT @mirolvi: Diskonnya ShopeeFood nggak worth it dengan ribetnya UI dan lambatnya proses pengiriman. Byeee.","4/1/2021 5:18:50","negatif"
"240","Hidup promo shopeefoodð‍♂️","4/1/2021 5:18:03","positif"
"241","hiks aku pesennya apa yg dateng apa @BurgerKing_ID udh ngidam bgt burger sakura sampe belain beli 2 harganya jg 75k… https://t.co/26hMkLQsLl","4/1/2021 5:00:31","negatif"
"242","[DISKON BESAR SHOPEEFOOD]

Alhamdulillah sekarang HAJITAKO &amp; HAJICRAB udah ada di shopee food.

Diskon 50% trus fre… https://t.co/YOXO3Ks5we","4/1/2021 4:55:29","positif"
"243","Tolong ya, pihak #shopeefood @ShopeeID pasti salah input nmr tlp. Krn sy sering di tlp driver utk pesan makanan tap… https://t.co/XlAmjNTkKh","4/1/2021 4:54:14","negatif"
"244","Bismillahirrahmanirrahim 
Shopeefood semoga gacor https://t.co/weEdUE4R9J","4/1/2021 4:52:01","positif"
"245","shopeefood lagi gangguan apa gimane? 3 x 15 menit gagal pesanan otomatis gegara gak ada driver.. astajimm lewat uda… https://t.co/LZcBQXdhch","4/1/2021 4:51:45","negatif"
"246","Diskonnya ShopeeFood nggak worth it dengan ribetnya UI dan lambatnya proses pengiriman. Byeee.","4/1/2021 4:45:00","negatif"
"247","beli Bebek Kaleyo pake shopeefood cuman 23rb :))","4/1/2021 4:44:51","positif"
"248","ada di shopeefood gak https://t.co/B2kv50uIIx","4/1/2021 4:42:28","positif"
"249","@ShopeeCare Min, tolong dong ini jarak di ShopeeFood diperbaiki. Masa dr rmh saya ke Mall Taman Anggrek 7km? Di Goo… https://t.co/pfotVDICqp","4/1/2021 4:35:17","negatif"
"250","gokana
~promo 65% di shopeefood syarat dan ketentuan berlaku. https://t.co/mlX6shDFPP","4/1/2021 4:30:55","positif"
"251","Terimakasih diskonnya shopeefood ð https://t.co/K4IvOXx","4/1/2021 4:29:41","positif"
"252","Tadi malem lagi bete krn pms. Ada shopeefood ke kostan kebetulan ga ada penjaga kostan. Semua diketok nanya ada yg… https://t.co/CZSeLJEkNa","4/1/2021 4:12:00","negatif"
"253","Will ShopeeFood bulldoze its way into Indonesia’s food delivery scene? https://t.co/47xD1MSN0X","4/1/2021 4:10:10","positif"
"254","Rejeki anak baik, lagi milih-milih shopeefood eh ditawarin makan buat ditraktir. ð","4/1/2021 4:08:20","positif"
"255","@fitriaami eh cara pake shopeefood gmn si gue gabisa dah dr kmrn KWKWKW AJARIN MI","4/1/2021 4:06:56","negatif"
"256","Shopeefood is ma best fren","4/1/2021 3:52:00","positif"
"257","@ShopeeID shopeefood cm ada di jkt atau gmn sih min ini ko ga ada? https://t.co/y99fpw4BdK","4/1/2021 3:47:50","negatif"
"258","Will ShopeeFood bulldoze its way into Indonesia’s food delivery scene? https://t.co/qIFhduzStX","4/1/2021 3:38:30","positif"
"259","ShopeeFood is expected to come with Shopee’s customary cash burn and incentives blitz. But GoFood and GrabFood may… https://t.co/LnvPVIZlDP","4/1/2021 3:31:56","positif"
"260","Will ShopeeFood bulldoze its way into Indonesia’s food delivery scene? https://t.co/wPiFMVmhQK","4/1/2021 3:16:36","positif"
"261","@Strorigh Lumayan soang, pake promonya shopeefood hahaha","4/1/2021 3:05:44","positif"
"262","ShopeeFood is expected to come with Shopee’s customary cash burn and incentives blitz. But GoFood and GrabFood may… https://t.co/vwSDlfA4K2","4/1/2021 2:59:53","positif"
"263","Will ShopeeFood bulldoze its way into Indonesia’s food delivery scene? https://t.co/8RqmIjvFFm #startup #technology","4/1/2021 2:56:46","positif"
"264","@nasuhaalii Ini uda keren ha krn bikin warung kopi dimulai dari customernya siapa, tempatnya di mana, proyeksi pema… https://t.co/kJsy86OuPo","4/1/2021 2:20:56","positif"
"265","Shopeefood Everyday","4/1/2021 2:00:31","positif"
"266","@ProudOfYouGun Can I order it online at ShopeeFood ? We also have more discount 50% until 75 THB ð","4/1/2021 1:48:50","positif"
"267","@mikmikhmik Sering terjadi, semalem yang antet grabfood shopeefood ð","4/1/2021 1:45:39","positif"
"268","Sabana 12.500an via shopeefood tadi malem https://t.co/82nMkhW3Vh","3/31/2021 23:07:31","positif"
"269","@mellifIuwus ada di shopeefood wey td gua nanya abangnyað","3/31/2021 16:25:49","positif"
"270","7dream cafe menerima pesanan gofood / grabfood / shopeefood ga ya...","3/31/2021 16:23:54","netral"
"271","@saatkmtertidur bisa banget lohh, kamu bisa langsung mengunjungi kantor cabang Mitra Pengemudi ShopeeFood. siapin j… https://t.co/BtKHXQgfqc","3/31/2021 15:49:52","positif"
"272","@glowithenha Ada kak silahkan klaim voucher promonya di aplikasi shopeefood ya ð","3/31/2021 15:44:54","positif"
"273","Shopeefood paling2 mesti pake pin dulu, lebih ribet tapi mening lah. G anaknya suka kepencet soalnya ð","3/31/2021 15:00:02","negatif"
"274","Ngalor ngidul ngoceh dr jam 5 ampe jam 9 Dr mulai drakor ke shopeefood nyambung ke traveloka food trs ke staycation… https://t.co/nAClko5C6Z","3/31/2021 14:48:53","positif"
"275","Shopeefood pasti https://t.co/tjvGKmzTE3","3/31/2021 14:19:46","positif"
"276","saya ingin menyampaikan terima kasih yang sebesar besarnya pada shopeefood atas diskonnya, sehingga pengeluaran unt… https://t.co/GIZgTeWYRH","3/31/2021 14:03:25","positif"
"277","@joki_berbakat @braddamamad @GorideOptimus @ShopeeID Kaya orderan Shopeefood bre","3/31/2021 13:53:34","positif"
"278","@gyvhan aku belinya cabang ampera terus pake promo shopeefood jadi diskon 50% + potongan ongkir 12rb :D","3/31/2021 13:47:50","positif"
"279","pengen nyobain shopeefood jugaaa","3/31/2021 13:39:05","positif"
"280","@Delinddd wkwkwkwk psen d shopeefood sist!! ada disc 50% mayann","3/31/2021 13:15:10","positif"
"281","@GorideOptimus @braddamamad @joki_berbakat @ShopeeID Diskon selalu ada di shopeefood

#Shopeefood","3/31/2021 13:12:13","positif"
"282","@pxncake Hai Kak, kami informasikan bahwa saat ini Shopee terus mengembangkan dan memperluas jangkauan ShopeeFood a… https://t.co/gf05T0uYfe","3/31/2021 13:04:16","positif"
"283","mari kita coba jajan pake shopeefood","3/31/2021 12:56:32","positif"
"284","Cinta banget sama shopeefood, baik bener selalu kasih voucher diskon 50 persen ð","3/31/2021 12:47:26","positif"
"285","@FOOD_FESS Sayang bgt disby belum ada nih shopeefood","3/31/2021 12:37:29","negatif"
"286","Nasi Goreng Wempy - BSM sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/a5QySmzWbq https://t.co/geNDomEtbQ","3/31/2021 12:33:06","positif"
"287","Setelah tau shopeefood ada diskon jadi beralih ke sinið¤£ð¤£ð¤£ https://t.co/f","3/31/2021 12:28:20","positif"
"288","enak pake shopeefood ya banyak diskon + free ong","3/31/2021 12:25:20","positif"
"289","@FOOD_FESS Pengen order shopeefood tp gabisa update apknya karna memory penuh ð","3/31/2021 12:21:01","negatif"
"290","ayok shopeefood cpatlah ada di jogjaaa","3/31/2021 12:20:27","negatif"
"291","@bdngfess Ngalamar shopeeFood ajah,  Di jakarta Driver Shopee Banyak kaum hawa,  loba nu garelis oge,  yg artinya,… https://t.co/xzRciaDP3J","3/31/2021 12:20:23","positif"
"292","Mau shopeefood juga ð","3/31/2021 12:19:52","positif"
"293","@laaffyuu Mcspicy medium pake shopeefood heheh","3/31/2021 12:09:06","positif"
"294","RT @McDonalds_ID: Manisnya cokelat Belgia mewah dalam balutan pie coklat renyah Double Choco Pie cuma 12ribu! ð

Sensasi coklat Belgia lu","3/31/2021 12:05:43","positif"
"295","Ujan Ujan gini ga ad yg mau jajan atau Makan gitu hehehe ... driver ShopeeFood siap mengantarkan ðð https://t.co/XnsI","3/31/2021 12:01:55","positif"
"296","@FOOD_FESS Kok aku gaada shopeefood yað","3/31/2021 11:57:17","negatif"
"297","@FOOD_FESS orang pamer shopeefood mulu tp di kotaku gaada
ntar pas ada, promonya ilang https://t.co/4vQBvU3Yhy","3/31/2021 11:51:04","negatif"
"298","@31O31999 @FOOD_FESS Iyaa sama kurir shopeefood. Lumayan tiap hari bisa klaim voc diskon 50% maks 25k dan potongan ongkir juga 12k","3/31/2021 11:49:45","positif"
"299","RT @roni_wrwn: Yang di jakarta mesen makanan pake shopeefood asli diskon 50% ð¤ð¤ð¤ https://t.co/G","3/31/2021 11:49:17","positif"
"300","@abangchan_ @FOOD_FESS Itu dianternya sama kurir shopeefood? Aku bogor pengen coba download, lumayan diskonnya","3/31/2021 11:49:12","positif"
"301","@FOOD_FESS Shopeefood gmn caranya sihh ð","3/31/2021 11:45:14","netral"
"302","@FOOD_FESS Shopeefood baru ada di mana aja?","3/31/2021 11:45:01","netral"
"303","@ppiiiiw shopeefood gabisa disini. nangis :(","3/31/2021 11:44:36","negatif"
"304","@FOOD_FESS Baru tau ada shopeefood","3/31/2021 11:44:07","positif"
"305","@FOOD_FESS emang bisa shopeefood? baru tau","3/31/2021 11:43:34","positif"
"306","Yang di jakarta mesen makanan pake shopeefood asli diskon 50% ð¤ð¤ð¤ https://t.co/G","3/31/2021 11:32:04","positif"
"307","@wacchanUwU Emang di leuwiliang ada shopeefood dan mekdi?","3/31/2021 11:23:22","netral"
"308","Indahnya hidup, makasih shopeefood https://t.co/W3VRblBDmu","3/31/2021 11:09:20","positif"
"309","PRAISE SHOPEEFOOD https://t.co/mwiiCkvu0u","3/31/2021 11:07:49","positif"
"310","Cara daftar driver shopeefood gimana min @ShopeeCare @ShopeeID","3/31/2021 10:56:07","positif"
"311","aku tanpa shopeefood adalah butiran debu, asli kacau bgt diskonnyaaa huhuhu","3/31/2021 10:49:25","positif"
"312","@pandaiueo21 @rubihmsyh Kalo shopeeFood di Kota Bekasi udah ada belom ya?","3/31/2021 10:49:14","netral"
"313","@alanabcd_ Duta shopeefood goes to alana","3/31/2021 10:23:07","positif"
"314","RT @andreqve: Belajar dari Shopeefood, mereka bikin voucher yg masa pakainya cuma 24 jam. Orang jadi mikir buat belanja hari ini juga, pada…","3/31/2021 9:51:27","positif"
"315","Belajar dari Shopeefood, mereka bikin voucher yg masa pakainya cuma 24 jam. Orang jadi mikir buat belanja hari ini… https://t.co/03rGxWG78h","3/31/2021 9:50:48","positif"
"316","Mcd di shopeefood murah banget gaada yg pgn isiin gue shopeepay apa","3/31/2021 9:50:03","positif"
"317","Shopeefood promo 50% tiap hari beli, ct sb ct sb dan tenggorokan gue gaenak skrg:'","3/31/2021 9:49:14","positif"
"318","@tossingnineties mie ayam beli di shopeefood","3/31/2021 9:24:59","positif"
"319","tiada hari tanpa shopeefood.","3/31/2021 9:19:43","positif"
"320","ini promonya shopeefood pake voucher gila sihð¤£ setengah harga sm","3/31/2021 9:17:19","positif"
"321","Aneh bgt, shopeefood gua nanti ada nanti ilangð","3/31/2021 9:02:41","negatif"
"322","Knp tiap order shopeefood ujan mulu yaa jd kasian sama abang2nyað","3/31/2021 8:59:21","netral"
"323","Lagi BM jiwa toast, daripada daripada, tambah minuman kan lumayan diskon shopeefood.

Namanya Teh Cincau Pandan, ra… https://t.co/pw5Qvw9CIu","3/31/2021 8:53:47","positif"
"324","Kalo beli makanan pake shopeefood sendiri selalu berhasil, tapi kalo sama kiki kenapa failed ya. Heraaan..","3/31/2021 8:52:58","negatif"
"325","Wow aku baru make shopeefood, seru juga buat ngabisin saldo mengendap karna sisaan voucher free ongkir","3/31/2021 8:34:59","positif"
"326","ShopeeFood ini promonya bikin jajan tiap hari yaaa ð","3/31/2021 8:15:43","positif"
"327","gua ketiduran 20menit, dibangunin sama driver shopeefood:)","3/31/2021 8:08:47","positif"
"328","@whoiznuri Coba shopeefood beb, mayan tu diskon","3/31/2021 7:39:08","positif"
"329","@ayuiueo @FOODFESS2 Aku pake deals shopee kak bkm shopeefood","3/31/2021 7:33:30","positif"
"330","Shopeefood adalah jalan ninjaku","3/31/2021 7:29:41","positif"
"331","Makasih banyak loh promonya shopeefood @ShopeeID","3/31/2021 7:01:30","positif"
"332","RT @alandakariza: @Sesa_Opas Ada 2. 

Barito: https://t.co/UPRAtZhGbn
Bintaro: https://t.co/mVHJdMAKGv

GoFood dan GrabFood juga ada untuk…","3/31/2021 6:57:26","positif"
"333","kudet bgt, ternyata skrg udah ada fitur shopeefood tho hikss","3/31/2021 6:42:00","positif"
"334","@dumbbright Kalo bisa pake shopeefood gw beliin","3/31/2021 6:37:44","positif"
"335","Punya ayam bakar dong di rmh, tp ga ada sambel. Ujung2nya order lewat Shopeefood sambal dadak level extra pedas mam… https://t.co/gLlm2lldTw","3/31/2021 6:27:55","positif"
"336","Min @ShopeeID 
Ayo iklanin dong layanan shopeefood nya di tv nasional biar makin greget ð","3/31/2021 6:05:44","positif"
"337","udh lama ga jajan pc tapi shopeefood lancar ya sama aja jajan juga...","3/31/2021 6:01:08","positif"
"338","@tamadoyochi @BERBURUSALE_ ka maaf mau tanya. bagian shopeefood ni apk baru apa ttep dishopi ya? dibagian mana?","3/31/2021 5:53:29","netral"
"339","Jiwa toast × shopeefood adalah sebuah kunci kenikmatan perut dan dompet ✨ https://t.co/E4cOTs0CWJ","3/31/2021 5:53:24","positif"
"340","@litaerally_ shopeefood diskon nyet","3/31/2021 5:40:58","positif"
"341","@rchndrr jajan pancakenya nanny's di shopeefood cuma 30rebu ne","3/31/2021 5:28:06","positif"
"342","ShopeeFood is very very very ........ Omg! Menggiurkan.","3/31/2021 5:16:25","positif"
"343","@deepulangin Selamat mencobaaaaa
Di shopeefood lebih murah lagi","3/31/2021 5:13:26","positif"
"344","yatuhan pengen beli mcd di shopeefood tapi saldonya cuma 3k","3/31/2021 5:09:43","positif"
"345","@rubihmsyh Shopeefood potongan 25k subsidi ongkir 12k wkwk ,ditambah lg bisa bayar pake koin shopee ð¤­kemaren beli mekdi dr 74 jd 33 doan","3/31/2021 4:58:06","positif"
"346","I love u sahabat barukuu, shopeefood sayangð","3/31/2021 4:53:57","positif"
"347","@Sesa_Opas Ada 2. 

Barito: https://t.co/UPRAtZhGbn
Bintaro: https://t.co/mVHJdMAKGv

GoFood dan GrabFood juga ada… https://t.co/IOjUfuBUva","3/31/2021 4:53:56","positif"
"348","Driver shopeefood pada resign apa gimana dah wkwk ga dapet2 anjir drivernya :')","3/31/2021 4:35:50","negatif"
"349","@iCollectTae beli ky lumayan diskon shopeefood","3/31/2021 4:23:30","positif"
"350","@Caramelowfat Aku baru nyoba yang bulgogi enak bgt ntar aku coba yang lain. BTW ini shopeefood sibuk semua jiwa toastnya","3/31/2021 4:22:04","negatif"
"351","@yukminum_ Jujur kalo yg dibinus gatau. Tp ada di shopeefood wkwk :”","3/31/2021 3:58:37","positif"
"352","shopeefood u kebanyakan bugð @Shope","3/31/2021 3:42:26","negatif"
"353","Saking sering Shopeefood autocorrect jadi Shopeefood. And yeah, sepagi ini suda tidak fokus ð https://t.co/qFBBFvU","3/31/2021 3:38:54","positif"
"354","Kemaren kayanya liat ikon shopeefood, tapi ko sekarang jadi gak ada. Apa blm ada di bandung?ð","3/31/2021 3:34:06","negatif"
"355","Ini diskon shopeefood bikin pusing mau jajan mulu jadinya https://t.co/pnlOF5XUdj","3/31/2021 3:11:53","positif"
"356","Manisnya cokelat Belgia mewah dalam balutan pie coklat renyah Double Choco Pie cuma 12ribu! ð

Sensasi coklat Belgi… https://t.co/ofCHpQ7","3/31/2021 3:03:56","positif"
"357","@ssadnbxby Baik puyo shopeefood ak di banned dlu","3/31/2021 2:54:36","negatif"
"358","@dodolo1234 Halo kak, Reusable bag berlaku untuk pemesanan minimal Rp30.000,- (termasuk pajak, sebelum biaya antar)… https://t.co/k2D5edePSI","3/31/2021 2:38:11","positif"
"359","suka nonton acara masak, atau kuliner wisata gitu, tapi sendirinya mau masak, langsung mundur trus ngomong kan ada shopeefood :)","3/31/2021 2:31:31","positif"
"360","Morn shift + shopeefood promo : ambyarrr","3/31/2021 1:27:08","positif"
"361","Siang Siang Enaknya Minum Yang Seger Segerðð
Pesannya Di :
》https://t.co/66eiiVTjui
》@grabfoodid
》@gofoodindonesia… https://t.co/rpfT","3/31/2021 1:18:17","positif"
"362","Hampir tiap hari jajan shopeefood duh :'))","3/30/2021 17:40:50","positif"
"363","@madeliefjegyu shopeefood!!!!!!!!!!","3/30/2021 17:31:55","positif"
"364","Jadi penasaran sama grafik penggunaan gofood dan grabfood semenjak shopeefood rilis dgn bakar2 duit disc 50% + free ongkir.","3/30/2021 17:09:24","positif"
"365","@txt4thicon kasian jajan shopeefood terus sih","3/30/2021 16:30:13","positif"
"366","@ayuiueo @FOOD_FESS Ini pake promo shopeefood ð","3/30/2021 16:06:54","positif"
"367","@mawrahaha @FOOD_FESS Ini pake promo shopeefood ð","3/30/2021 16:05:48","positif"
"368","@beautterlies nih wak pake shopeefood. asoy bgt beli 2 cuma bayar mabelas rebu tp abis itu jamban lu keluar api https://t.co/VB7SUpOsKw","3/30/2021 16:02:40","positif"
"369","@svtsnata HAH ADA SHOPEEFOOD... itu sistemnya gimana?","3/30/2021 15:47:12","positif"
"370","Beli Animo pakai Shopeefood jd 9 ribu ð","3/30/2021 15:41:08","positif"
"371","Shopeefood emang bikin makin menggendut ð","3/30/2021 14:57:09","positif"
"372","RT @siscauli: Hari ini coba mesen pake shopeefood 2x, semuanya baru sampe 30 menit lebih lama dari jasa antar biasanyað¤ ongkirnya juga le","3/30/2021 14:56:07","negatif"
"373","Hari ini coba mesen pake shopeefood 2x, semuanya baru sampe 30 menit lebih lama dari jasa antar biasanyað¤ ongkirnya… https://t.co/xUOR2Gy","3/30/2021 14:42:29","negatif"
"374","@ShopeeID mohon di perbaiki lagi maps apk shopeefood'nya. Banyak drivernya yg ngedumel gk sopan sama costumer keren… https://t.co/EUA30oX8aa","3/30/2021 14:35:51","negatif"
"375","@junebluemoon Mantul beudh nih kak. thnks loh udah bantuin promo ShopeeFood. sukses selalu ya ð ","3/30/2021 14:26:53","positif"
"376","Mantap shopeefood punya artis bryan adams auto nyanyi https://t.co/BosJuHPAI8","3/30/2021 14:16:12","positif"
"377","Pesen shopeefood pas dtg gue bilang abangnya kan

'nabila ya bang'
'nabuni bukan?'

Ajsnjs gue lupa nama toko di shopee gue nabuni wkwkwkwð","3/30/2021 14:13:37","netral"
"378","@melanieppuchino sama, grabfood &amp; shopeefood tp galau liat jam ð","3/30/2021 14:11:25","positif"
"379","Guise btw kalau shopeefood itu tuh ada di websitenya sopi ga? Atau hanya di aplikasi hp ya?","3/30/2021 13:49:28","netral"
"380","Konten siscakohl yg nasi goreng bikin ngakak bgt, secara di saat yg sama gw beli nasi goreng pake diskonan shopeefo… https://t.co/2VKzIrClhZ","3/30/2021 13:32:02","positif"
"381","ShopeeFood is a godsend to my broke unemployed ass ð","3/30/2021 13:27:51","positif"
"382","RT @junebluemoon: GUYSS udah pada tau belom kalo @ShopeeID sekarang ada fitur shopeefood buat pesan makanan! dan kabar gembiranya ada disko…","3/30/2021 13:03:36","positif"
"383","RT @sweetboys_84: Lo gk pernah berubah cee @Sari_SiWon !!! BE HUMBLE KEEP STRONG LUV YUKKK ð¥ºð¥ºð¥º❤️❤️❤️ lucu bngt tbtb shopeefood chat","3/30/2021 13:02:57","positif"
"384","RT @junebluemoon: GUYSS udah pada tau belom kalo @ShopeeID sekarang ada fitur shopeefood buat pesan makanan! dan kabar gembiranya ada disko…","3/30/2021 13:00:02","positif"
"385","GUYSS udah pada tau belom kalo @ShopeeID sekarang ada fitur shopeefood buat pesan makanan! dan kabar gembiranya ada… https://t.co/BrhMSXkIE9","3/30/2021 12:58:10","positif"
"386","Waw shopeefood mayan jugs ð","3/30/2021 12:40:59","positif"
"387","user acquisition shopeefood ini beyond exponential ya :|

kaya...gojek/grab langsung jadi minoritas :|","3/30/2021 12:37:52","positif"
"388","Nyobain servuce barunya @ShopeeID, yak benarr... ShopeeFood!! ð§¡ Cobain jajan moon chicken ð  udah diskon, tambah vo… https://t.co/eeTy","3/30/2021 12:36:14","positif"
"389","OPEN CHECKOUT SHOPEEFOOD
VOUCHER DISC
FEE 2K

PEMBAYARAN :
Dana,Gopay,Ovo,Shopeepay,Linkaja
BCA,MANDIRI,JENIUS,BTPN","3/30/2021 12:30:00","positif"
"390","@muniarchives Boleka aku pake shopeefood qm","3/30/2021 11:59:46","netral"
"391","@pengepulcimol hooh kak sekarang kan udah ada, namanya shopeefoodð","3/30/2021 11:45:00","positif"
"392","@rahayouu_ beli pake shopeefood cuma 8rb de ð","3/30/2021 11:41:20","positif"
"393","@FOODFESS2 Numpang nanya dong.
Kalo mau pesen mango jelly crush chatime lewat shopeefood caranya gimana? Soalnya gaada di menuu. Makasii","3/30/2021 11:34:34","negatif"
"394","Bisa jajan tiap hari berkat shopeefood wkwk","3/30/2021 11:33:42","positif"
"395","shopeefood terluvvv! murah nya gak paham lagi!!! nasi uduk sama ayam goreng di abang2 pinggir jalan aja masii lebii mahalð","3/30/2021 11:32:52","positif"
"396","@sibakiakungu @tianfillio Pesen shopeefood aja ci biar kenyang terus tidur","3/30/2021 11:18:58","positif"
